               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11586,           0.0030363,            0.026573,                   0,                   0,                   0,                   0,             0.10849,           0.0019674,            0.017111,            0.083654,          0.00024892,          0.00024892
                   1,             0.07151,            0.002451,            0.013448,                   0,                   0,                   0,                   0,              0.1051,           0.0026853,            0.015619,            0.067238,          0.00049891,          0.00049891
                   2,            0.067097,           0.0018444,           0.0090245,             0.35754,             0.13333,            0.033088,           0.0061919,             0.10162,           0.0046981,           0.0071091,            0.050821,          0.00074889,          0.00074889
